Name,Sector,CUSIP,ISIN,Price,Duration,YTM (%),Maturity,Coupon (%),credit_spread,ticker,marketCapitalization,shareOutstanding,mention,positiveScore,negativeScore,positiveMention,negativeMention,score,RTG_FITCH,RTG_SP,RTG_MOODY,BB_COMPOSITE,operating_profit_margin,ebitda_margin,roa,debt_to_assets,debt_to_equity,int_coverage,debt_service_coverage,cash_coverage,current_ratio,quick_ratio,cash_ratio
cvs health corp,Consumer Non-Cyclical,126650CZ1,US126650CZ11,84.78,12.62,6.27,25-mar-48,5.05,0.93,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650CY4,US126650CY46,87.1,9.77,6.13,25-mar-38,4.78,0.79,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650CX6,US126650CX62,94.64,3.9,5.66,25-mar-28,4.3,0.32,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650CN8,US126650CN80,85.52,12.1,6.36,20-jul-45,5.13,1.02,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650CL2,US126650CL25,96.58,1.69,5.87,20-jul-25,3.88,0.53,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DM9,US126650DM98,85.03,3.73,5.61,21-ago-27,1.3,0.27,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DU1,US126650DU15,95.26,7.26,5.91,21-feb-33,5.25,0.57,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DG2,US126650DG21,87.68,5.21,5.74,15-ago-29,3.25,0.4,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DT4,US126650DT42,96.6,5.35,5.77,21-feb-30,5.13,0.43,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650CU2,US126650CU24,93.02,2.5,5.7,01-jun-26,2.88,0.36,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DJ6,US126650DJ69,89.05,5.53,5.79,01-abr-30,3.75,0.45,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DS6,US126650DS68,98.43,2.21,5.71,20-feb-26,5,0.37,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DV9,US126650DV97,91.25,13.66,6.28,21-feb-53,5.63,0.94,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DH0,US126650DH04,93.61,3.17,5.65,01-abr-27,3.63,0.31,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DZ0,US126650DZ02,94.4,13.4,6.29,01-jun-53,5.88,0.95,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DQ0,US126650DQ03,76.63,6.72,5.79,28-feb-31,1.88,0.45,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DW7,US126650DW70,97.02,4.56,5.65,30-ene-29,5,0.31,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DR8,US126650DR85,77.09,7.11,5.74,15-sep-31,2.13,0.4,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DY3,US126650DY37,95.61,7.32,5.9,01-jun-33,5.3,0.56,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650CW8,US126650CW89,97.66,1.38,5.74,25-mar-25,4.1,0.4,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DN7,US126650DN71,77.42,6.32,5.75,21-ago-30,1.75,0.41,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650CM0,US126650CM08,90.31,8.63,6.03,20-jul-35,4.88,0.69,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650CD0,US126650CD09,87.98,11.49,6.36,05-dic-43,5.3,1.02,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,WD,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DF4,US126650DF48,92.85,2.71,5.71,15-ago-26,3,0.37,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DX5,US126650DX53,96.7,5.9,5.8,30-ene-31,5.25,0.46,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650BR0,US126650BR04,97.56,10.09,6.37,15-sep-39,6.13,1.03,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,WD,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DP2,US126650DP20,64.32,12.33,6.11,21-ago-40,2.7,0.77,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650BJ8,US126650BJ87,101.82,3.22,5.69,01-jun-27,6.25,0.35,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,WD,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DK3,US126650DK33,78.44,10.91,6.23,01-abr-40,4.13,0.89,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650DL1,US126650DL16,75.29,13.71,6.15,01-abr-50,4.25,0.81,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650EA4,US126650EA42,93.72,14.63,6.44,01-jun-63,6,1.1,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
cvs health corp,Consumer Non-Cyclical,126650CS7,US126650CS77,98.94,1.07,5.92,01-dic-24,5,0.58,CVS,92335.45229,1284.4,236,22.18426651,-79.98701578,29,195,-59.47490385,,BBB,Baa2,BBB,0.88896886,0.049032287,0.007601841,0.32845072,1.129389764,4.746355685,1.913212435,4.471178756,0.855440244,31722000000,0.174317602
boeing co,Capital Goods,097023CW3,US097023CW33,93.53,12.74,6.31,01-may-50,5.8,0.97,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023DG7,US097023DG73,91.6,2.25,6.05,04-feb-26,2.2,0.71,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CY9,US097023CY98,96.31,5.36,5.83,01-may-30,5.15,0.49,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CX1,US097023CX16,92.29,14.16,6.48,01-may-60,5.93,1.14,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CV5,US097023CV59,93.98,10.2,6.29,01-may-40,5.71,0.95,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CT0,US097023CT04,98.2,1.47,6.06,01-may-25,4.88,0.72,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CU7,US097023CU76,97.77,3.15,5.73,01-may-27,5.04,0.39,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CD5,US097023CD51,87.97,4.86,5.81,01-mar-29,3.2,0.47,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CQ6,US097023CQ64,69.42,14.39,6.09,01-feb-50,3.75,0.75,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023DA0,US097023DA04,93.31,2.24,5.82,01-feb-26,2.75,0.48,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CN3,US097023CN34,84.91,5.62,5.82,01-feb-30,2.95,0.48,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CJ2,US097023CJ22,82.11,8.35,5.89,01-may-34,3.6,0.55,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023DC6,US097023DC69,87.18,6.25,5.79,01-feb-31,3.63,0.45,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CM5,US097023CM50,90.51,3.13,5.85,01-feb-27,2.7,0.51,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023AU9,US097023AU94,101.28,7.12,5.94,15-feb-33,6.13,0.6,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BU8,US097023BU85,90.81,3.2,5.78,01-mar-27,2.8,0.44,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CH6,US097023CH65,93.43,2.42,5.85,01-may-26,3.1,0.51,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BR5,US097023BR56,90.95,2.57,5.88,15-jun-26,2.25,0.54,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CR4,US097023CR48,67.5,15.8,6.23,01-ago-59,3.95,0.89,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CK9,US097023CK94,71.21,13.84,6.15,01-may-49,3.9,0.81,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CA1,US097023CA13,90.19,4.5,5.69,01-nov-28,3.45,0.35,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023AX3,US097023AX34,106.25,9.72,6.24,15-mar-39,6.88,0.9,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BP9,US097023BP90,93.32,1.98,6.02,30-oct-25,2.6,0.68,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BX2,US097023BX25,90.06,4.03,5.82,01-mar-28,3.25,0.48,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CP8,US097023CP81,77.7,9.04,5.98,01-feb-35,3.25,0.64,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BH7,US097023BH74,96.64,1.06,6.03,30-oct-24,2.85,0.69,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BA2,US097023BA22,96.08,10.32,6.26,15-feb-40,5.88,0.92,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023AS4,US097023AS49,101.34,9.28,6.48,15-feb-38,6.63,1.14,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CF0,US097023CF00,65.12,15.83,6.29,01-mar-59,3.83,0.95,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023DB8,US097023DB86,90.36,3.96,5.78,01-feb-28,3.25,0.44,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CE3,US097023CE35,72.52,11.04,6.31,01-mar-39,3.5,0.97,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BJ3,US097023BJ31,95.02,1.39,6.15,01-mar-25,2.5,0.81,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BZ7,US097023BZ72,66.43,13.9,6.35,01-mar-48,3.63,1.01,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BY0,US097023BY08,74.09,10.54,6.31,01-mar-38,3.55,0.97,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BL8,US097023BL86,66.55,13.15,6.39,01-mar-45,3.5,1.05,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BS3,US097023BS30,65.5,13.59,6.23,15-jun-46,3.38,0.89,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BV6,US097023BV68,67.2,13.6,6.36,01-mar-47,3.65,1.02,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023CB9,US097023CB95,70.21,13.72,6.21,01-nov-48,3.85,0.87,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
boeing co,Capital Goods,097023BK0,US097023BK04,75.85,9.05,6.29,01-mar-35,3.3,0.95,BA,120610.5474,603.204,143,15.44790637,-75.11949772,17,110,-61.51499544,BBB-,BBB-,Baa2,BBB-,0.894536985,0.034276745,-0.001105554,0.387819609,-3.36843462,0.355877617,0.549713193,1.386998088,1.166558061,,0.078782745
bank of america corp,Banking,06051GHD4,US06051GHD43,90.29,3.8,6.11,20-dic-28,3.42,0.77,BAC,222895.7306,7946.37,163,10.0656562,-82.3372862,12,135,-74.31005373,AA-,A-,A1,A+,,,0.002372357,0.10474814,1.154493698,,0.199044129,6.442740614,,,
bank of america corp,Banking,06051GJS9,US06051GJS93,88.66,2.7,6.19,22-jul-27,1.73,0.85,BAC,222895.7306,7946.37,163,10.0656562,-82.3372862,12,135,-74.31005373,AA-,A-,A1,A,,,0.002372357,0.10474814,1.154493698,,0.199044129,6.442740614,,,
bank of america corp,Banking,06051GKA6,US06051GKA66,76.68,6.61,6.13,21-jul-32,2.3,0.79,BAC,222895.7306,7946.37,163,10.0656562,-82.3372862,12,135,-74.31005373,AA-,A-,A1,A,,,0.002372357,0.10474814,1.154493698,,0.199044129,6.442740614,,,
bank of america corp,Banking,06051GHM4,US06051GHM42,92.62,4.2,6.19,23-jul-29,4.27,0.85,BAC,222895.7306,7946.37,163,10.0656562,-82.3372862,12,135,-74.31005373,AA-,A-,A1,A+,,,0.002372357,0.10474814,1.154493698,,0.199044129,6.442740614,,,
bank of america corp,Banking,06051GJW0,US06051GJW06,71.19,10.95,6.02,22-abr-42,3.31,0.68,BAC,222895.7306,7946.37,163,10.0656562,-82.3372862,12,135,-74.31005373,AA-,A-,A1,A,,,0.002372357,0.10474814,1.154493698,,0.199044129,6.442740614,,,
bank of america corp,Banking,06051GFX2,US06051GFX25,94.44,2.39,5.85,19-abr-26,3.5,0.51,BAC,222895.7306,7946.37,163,10.0656562,-82.3372862,12,135,-74.31005373,AA-,A-,A1,A+,,,0.002372357,0.10474814,1.154493698,,0.199044129,6.442740614,,,
bank of america corp,Banking,06051GHV4,US06051GHV41,86.04,5.05,6.13,23-jul-30,3.19,0.79,BAC,222895.7306,7946.37,163,10.0656562,-82.3372862,12,135,-74.31005373,AA-,A-,A1,A+,,,0.002372357,0.10474814,1.154493698,,0.199044129,6.442740614,,,
bank of america corp,Banking,06051GJQ3,US06051GJQ38,89.68,2.37,6.24,11-mar-27,1.66,0.9,BAC,222895.7306,7946.37,163,10.0656562,-82.3372862,12,135,-74.31005373,AA-,A-,A1,A,,,0.002372357,0.10474814,1.154493698,,0.199044129,6.442740614,,,
